enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url,case_name
VTG24-72315,KR,Samsung Life Insurance,financial services,financial offenses,insurance violation,2022.1.27,129373,Financial Services Commission-Financial Supervisory Service,The Financial Services Commission fined Samsung Life 155 millon won for limiting coverage for cancer patients.,https://www.businesskorea.co.kr/news/articleView.html?idxno=86800,Samsung Life Insurance - insurance violation
VTG24-72328,KR,Samsung Securities,financial services,financial offenses,investor protection violation,2018.7.26,128143,Financial Services Commission-Financial Supervisory Service,Samsung Securities was fined 144 million won in connection with the mistaken distribution of shares to employees as a dividend.,https://pulsenews.co.kr/view.php?year=2018&no=473575,Samsung Securities - investor protection violation
VTG24-76539,KR,Reckitt Benckiser Korea,household and personal care products,consumer-protection-related offenses,unfair commercial practices,2017.1.6,126075,South Korean Court System,A South Korean court ordered the company to pay a fine for false advertising in connection with the sale of humidifier sterlilizers that caused fatal lung injuries. Several company officials were sentenced to prison terms.,https://www.reuters.com/article/business/healthcare-pharmaceuticals/south-korea-court-convicts-ex-reckitt-benckiser-unit-chief-in-sterilizer-case-idUSKBN14Q09E/,Reckitt Benckiser Korea - unfair commercial practices
VTG24-75813,KR,POSCO,metals,financial offenses,investor protection violation,2017.10.17,124035,Korea Fair Trade Commission,The KFTC fined POSCO for failing to disclose intra-affiliate business deals.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=291&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40465",POSCO - investor protection violation
VTG24-83474,KR,"Hanwha Impact Co., Ltd.",diversified,competition-related offenses,anti-competitive practices,2025.8.26,119525,Korea Fair Trade Commission,The Fair Trade Commission imposed a corrective order and a fine of KRW 166 million on Hanwha Impact Co. for violating the holding company conduct restrictions under the Monopoly Regulation and Fair Trade Act.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=4&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=46362","Hanwha Impact Co., Ltd. - anti-competitive practices"
VTG24-72395,KR,Woori FIS,financial services,competition-related offenses,anti-competitive practices,2018.10.4,119443,Korea Fair Trade Commission,The KFTC fined Woori FIS for violating subcontracting regulations.,https://en.yna.co.kr/view/AEN20181004002500320,Woori FIS - anti-competitive practices
VTG24-72462,KR,Allianz Life,financial services,competition-related offenses,anti-competitive practices,2013.3.26,119407,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",Allianz Life - anti-competitive practices
VTG24-72506,KR,Qantas Airways,airlines,competition-related offenses,anti-competitive practices,2010.5.28,106411,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Qantas Airways - anti-competitive practices
VTG24-72384,KR,Hankook Tire & Technology,automotive parts,competition-related offenses,anti-competitive practices,2019.7.21,99393,Korea Fair Trade Commission,The KFTC fined Hankook for preventing dealers from cutting prices.,https://www.koreatimes.co.kr/www/tech/2023/10/129_272625.html,Hankook Tire & Technology - anti-competitive practices
VTG24-72418,KR,BNP Paribas,financial services,competition-related offenses,anti-competitive practices,2017.5.16,93125,Korea Fair Trade Commission,The KFTC fined Deutsche Bank and BNP Paribas a total of 176 million won for fixing prices of forward currency contracts.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=305&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40309",BNP Paribas - anti-competitive practices
VTG24-72431,KR,Audi Volkswagen Korea,motor vehicles,consumer-protection-related offenses,consumer protection violation,2016.4.8,81178,Korea Fair Trade Commission,The KFTC fined Audi for deceptive advertising.,https://www.koreatimes.co.kr/www/tech/2023/11/129_202242.html,Audi Volkswagen Korea - consumer protection violation
VTG24-72516,KR,Ford Sales and Service Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2023.1.10,80434,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined a group of major automakers for selling vehicles that did not meet safety standards.,https://koreajoongangdaily.joins.com/2023/01/10/business/industry/Korea-vehicle-fine/20230110174612186.html,Ford Sales and Service Korea - motor vehicle safety violation
VTG24-72340,KR,Shinhan Bank Co.,financial services,consumer-protection-related offenses,privacy violation,2013.7.18,78173,Financial Services Commission-Financial Supervisory Service,"Shinhan was fined over 87 million won after an investigation found that its employees viewed customer credit reports more than 1,600 times without permission.","SNL Asia-Pacific Financials Daily, South Korea's FSS sanctions Shinhan Bank over irregular practices, July 18. 2013 (via Lexis-Nexis).",Shinhan Bank Co. - privacy violation
VTG24-72519,KR,Kia,motor vehicles,safety-related offenses,motor vehicle safety violation,2023.1.10,69977,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",Kia was fined 87 million won for 280 Carnivals over an issue with the seatbelt arrangement for the left and middle third-row seat.,https://koreajoongangdaily.joins.com/2023/01/10/business/industry/Korea-vehicle-fine/20230110174612186.html,Kia - motor vehicle safety violation
VTG24-81557,KR,TELUS International AI,telecommunications,consumer-protection-related offenses,privacy violation,2025.7.3,65648,Personal Information Protection Commission,"An investigation showed that TELUS International AI was complacent in examining security vulnerabilities in its platform function improvement process. This negligence led to broken access control, one of the common security vulnerabilities that allow attackers to gain unauthorized access to data due to inadequate role-based access control and improper authorization. With this broken access control, hackers were able to log in as a general user and access the data of all users.",https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2853,TELUS International AI - privacy violation
VTG24-75805,KR,COSCO,freight and logistics,competition-related offenses,anti-competitive practices,2022.1.18,63728,Korea Fair Trade Commission,The KFTC fined a group of shipping companies for colluding to set freight rates between 2003 and 2018.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=133&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42297",COSCO - anti-competitive practices
VTG24-72419,KR,Deutsche Bank,financial services,competition-related offenses,anti-competitive practices,2017.5.16,62970,Korea Fair Trade Commission,The KFTC fined Deutsche Bank and BNP Paribas a total of 176 million won for fixing prices of forward currency contracts.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=305&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40309",Deutsche Bank - anti-competitive practices
VTG24-72324,KR,IBK Capital,financial services,financial offenses,investor protection violation,2019.8.7,62968,Financial Services Commission-Financial Supervisory Service,IBK Capital was fined over 76 million won for violating the Specialized Credit Financial Business Act by failing to follow a procedure required when acquiring shares issued by a major shareholder.,https://www.koreatimes.co.kr/www/biz/2023/10/602_273557.html,IBK Capital - investor protection violation
VTG24-72326,KR,Goldman Sachs India Investment,financial services,financial offenses,investor protection violation,2019.4.9,62958,Financial Services Commission-Financial Supervisory Service,An affiliate of Goldman Sachs was fined 72 million won for short selling without securing the underlying assets.,https://www.koreaherald.com/view.php?ud=20190409000675,Goldman Sachs India Investment - investor protection violation
VTG24-72478,KR,LG Display Taiwan Corp. Ltd.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2011.10.28,62678,Korea Fair Trade Commission,The KFTC fined a group of electronics companies for price-fixing of thin film crystal transistor liquid displays.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=523&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=37793",LG Display Taiwan Corp. Ltd. - anti-competitive practices
VTG24-72385,KR,McDonald's Korea,restaurants and foodservice,consumer-protection-related offenses,unfair commercial practices,2019.6.25,44928,Korea Fair Trade Commission,The KFTC fined McDonald's Korea for violating franchising regulations.,https://www.koreatimes.co.kr/www/tech/2023/11/129_271191.html,McDonald's Korea - unfair commercial practices
VTG24-72336,KR,Australia and New Zealand Banking Group,financial services,competition-related offenses,anti-competitive practices,2013.9.2,44195,Financial Services Commission-Financial Supervisory Service,ANZ and two other banks were each fined 50 million won for rate fixing on currency swap contracts.,https://www.koreatimes.co.kr/www/biz/2023/10/602_141924.html,Australia and New Zealand Banking Group - anti-competitive practices
VTG24-72337,KR,BNP Paribas,financial services,competition-related offenses,anti-competitive practices,2013.9.2,44195,Financial Services Commission-Financial Supervisory Service,BNP Paribas and two other banks were each fined 50 million won for rate fixing on currency swap contracts.,https://www.koreatimes.co.kr/www/biz/2023/10/602_141924.html,BNP Paribas - anti-competitive practices
VTG24-72338,KR,DBS Bank,financial services,competition-related offenses,anti-competitive practices,2013.9.2,44195,Financial Services Commission-Financial Supervisory Service,DBS and two other banks were each fined 50 million won for rate fixing on currency swap contracts.,https://www.koreatimes.co.kr/www/biz/2023/10/602_141924.html,DBS Bank - anti-competitive practices
VTG24-72465,KR,Prudential Life,financial services,competition-related offenses,anti-competitive practices,2013.3.26,43664,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",Prudential Life - anti-competitive practices
VTG24-72386,KR,LG Electronics,electrical and electronic equipment,consumer-protection-related offenses,unfair commercial practices,2019.5.28,42161,Korea Fair Trade Commission,The KFTC fined LG for misleading advertising about one of its products.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=235&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41128",LG Electronics - unfair commercial practices
VTG24-72320,KR,Woori Bank,financial services,consumer-protection-related offenses,consumer protection violation,2020.7.10,41793,Financial Services Commission-Financial Supervisory Service,Woori was fined 50 million won for computer problems that caused disruption in the ability of customers to conduct transactions.,https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/woori-bank-fined-for-2018-system-failures-59367171,Woori Bank - consumer protection violation
VTG24-76529,KR,Hyundai Kefico,motor vehicles,consumer-protection-related offenses,unfair commercial practices,2024.9.30,41152,Korea Fair Trade Commission,The FTC fined the company for failing to issue required documents to subcontractors.,https://alphabiz.co.kr/news/print.html?newsid=113528,Hyundai Kefico - unfair commercial practices
VTG24-72357,KR,ABB Korea Co. Ltd.,utilities and power generation,consumer-protection-related offenses,unfair commercial practices,2022.3.29,39156,Korea Fair Trade Commission,The KFTC fined ABB Korea 48 million won for failing to provide small contractors a written request for technical data.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=126&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42374",ABB Korea Co. Ltd. - unfair commercial practices
VTG24-72343,KR,CLSA Korea,financial services,financial offenses,investor protection violation,2013.1.25,35074,Financial Services Commission-Financial Supervisory Service,Breach of real-name account rules,https://www.koreaherald.com/view.php?ud=20130125000666,CLSA Korea - investor protection violation
VTG24-72344,KR,Deutsche Securities Korea,financial services,financial offenses,investor protection violation,2013.1.25,35074,Financial Services Commission-Financial Supervisory Service,Breach of real-name account rules,https://www.koreaherald.com/view.php?ud=20130125000666,Deutsche Securities Korea - investor protection violation
VTG24-72345,KR,Credit Suisse,financial services,financial offenses,investor protection violation,2013.1.25,35074,Financial Services Commission-Financial Supervisory Service,Breach of real-name account rules,https://www.koreaherald.com/view.php?ud=20130125000666,Credit Suisse - investor protection violation
VTG24-72335,KR,JPMorgan Securities,financial services,consumer-protection-related offenses,privacy violation,2013.11.14,34939,Financial Services Commission-Financial Supervisory Service,JPMorgan Securities was fined 37.5 million won for failing to protect its clients' transaction data.,https://www.globaltimes.cn/content/824866.shtml,JPMorgan Securities - privacy violation
VTG24-72527,KR,Korean Air,airlines,safety-related offenses,aviation safety violation,2021.6.14,29540,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",Korean Air was fined 33 million won for operating an aircraft without back-up flightcrew despite prior knowledge during flight planning that the pilot would exceed duty hours.,https://www.flightglobal.com/air-transport/south-korean-airlines-fined-for-safety-lapses/144155.article,Korean Air - aviation safety violation
VTG24-72371,KR,Credit Agricole,financial services,competition-related offenses,anti-competitive practices,2020.3.12,28517,Korea Fair Trade Commission,The KFTC fined Credit Agricole 34 million won for rigging currency swap bids.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=207&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41426",Credit Agricole - anti-competitive practices
VTG24-72339,KR,Allianz Life Insurance Korea,financial services,financial offenses,accounting fraud or deficiencies,2013.8.21,23174,Financial Services Commission-Financial Supervisory Service,Allianz was fined 26 million won for accounting irregularities.,https://m.koreaherald.com/view.php?ud=20130821000754&np=3152&mp=316,Allianz Life Insurance Korea - accounting fraud or deficiencies
VTG24-72529,KR,Costco Whole Sale Korea,retailing,safety-related offenses,workplace safety or health violation,2023.9.13,22598,Ministry of Employment and Labor,Costco Whole Sale Korea was fined 30 million won by the Ministry of Employment and Labor for delaying reporting the death of an employee who died while gathering shopping carts in the store's parking lot during a heat wave.,https://www.koreatimes.co.kr/www/tech/2024/04/129_359141.html,Costco Whole Sale Korea - workplace safety or health violation
VTG24-72329,KR,Deutsche Securities Korea,financial services,financial offenses,investor protection violation,2018.4.24,19977,Financial Services Commission-Financial Supervisory Service,Deutsche Securities Korea was fined over 21 million won for failing to disclose lawsuits filed against the company.,https://www.spglobal.com/marketintelligence/en/news-insights/blog/banking-essentials-newsletter-23rd-august-edition,Deutsche Securities Korea - investor protection violation
VTG24-81555,KR,Coupang Inc.,retailing,competition-related offenses,anti-competitive practices,2018.5.24,19442,Korea Fair Trade Commission,Coupang was fined for failing to provide written contracts and timely payment for vendors selling on its e-commerce platform.,https://www.koreaherald.com/article/1682372,Coupang Inc. - anti-competitive practices
VTG24-72325,KR,Mercedes-Benz Financial Services Korea,motor vehicles,financial offenses,investor protection violation,2019.8.7,19096,Financial Services Commission-Financial Supervisory Service,Mercedes-Benz was fined over 23 million won for violating the Specialized Credit Financial Business Act.,https://www.koreatimes.co.kr/www/biz/2023/10/602_273557.html,Mercedes-Benz Financial Services Korea - investor protection violation
VTG24-72526,KR,Asiana Airlines,airlines,safety-related offenses,aviation safety violation,2021.6.14,17903,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",Asiana was fined 20 million won for operating an aircraft without back-up flightcrew despite prior knowledge during flight planning that the pilot would exceed duty hours.,https://www.flightglobal.com/air-transport/south-korean-airlines-fined-for-safety-lapses/144155.article,Asiana Airlines - aviation safety violation
VTG24-72342,KR,Standard Chartered Bank,financial services,financial offenses,banking violation,2013.2.14,15536,Financial Services Commission-Financial Supervisory Service,Standard Chartered was fined 17 million won for offering hundreds of unauthorized loan agreements.,https://www.koreaherald.com/view.php?ud=20130224000188,Standard Chartered Bank - banking violation
VTG24-72552,KR,Microsoft,information technology,consumer-protection-related offenses,privacy violation,2021.6.9,14690,Personal Information Protection Commission,Microsoft was fined for failing to protect the personal information of customers.,https://en.yna.co.kr/view/AEN20210609008400315?section=news,Microsoft - privacy violation
VTG24-72319,KR,Lina Korea,financial services,financial offenses,insurance violation,2020.7.14,9981,Financial Services Commission-Financial Supervisory Service,Lina Korea was fined 12 million won for late payment of insurance claims.,https://www.koreatimes.co.kr/www/biz/2023/10/602_292802.html,Lina Korea - insurance violation
VTG24-72544,KR,Hyundai Motor Company,motor vehicles,consumer-protection-related offenses,privacy violation,2024.9.4,9162,Personal Information Protection Commission,"The company failed to immediately apply security patches in commercially used software for the operation of its customer support application, dubbed My Hyundai, leading to personal data leakage.",https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2631,Hyundai Motor Company - privacy violation
VTG24-72461,KR,AIA Life,financial services,competition-related offenses,anti-competitive practices,2013.3.26,8911,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",AIA Life - anti-competitive practices
VTG24-81556,KR,Coupang Inc.,retailing,consumer-protection-related offenses,consumer protection violation,2012.11.14,7330,Korea Fair Trade Commission,Coupang was fined for falsely advertising Australian beef ribs as being of the highest quality.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=496&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38242",Coupang Inc. - consumer protection violation
VTG24-72364,KR,Abbott Korea,pharmaceuticals,consumer-protection-related offenses,unfair commercial practices,2021.4.19,7158,Korea Fair Trade Commission,The KFTC fined Abbott Korea and Medtronic Korea a total of 16 million won for improperly providing financial support to doctors who made use of their cardiovascular stents. The agency did not specify how much each company would pay. Here we assume they each paid half of the total.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=168&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41899",Abbott Korea - unfair commercial practices
VTG24-72365,KR,Medtronic Korea,medical equipment and supplies,consumer-protection-related offenses,unfair commercial practices,2021.4.19,7158,Korea Fair Trade Commission,The KFTC fined Abbott Korea and Medtronic Korea a total of 16 million won for improperly providing financial support to doctors who made use of their cardiovascular stents. The agency did not specify how much each company would pay. Here we assume they each paid half of the total.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=168&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41899",Medtronic Korea - unfair commercial practices
VTG24-72341,KR,IBK Capital,financial services,consumer-protection-related offenses,privacy violation,2013.5.21,5323,Financial Services Commission-Financial Supervisory Service,IBK was fined 6 million won for failing to protect customer data.,"SNL Insurance M&A, South Korea's FSS penalizes Industrial Bank of Korea unit for leaking customer information, May 21, 12013 (via Lexis-Nexis).",IBK Capital - privacy violation
VTG24-72547,KR,Meta Platforms,information technology,consumer-protection-related offenses,privacy violation,2023.2.8,5252,Personal Information Protection Commission,The PIPC found that behavioral information that Meta collected through its business tools from non-Meta websites/apps exceeded the legitimate personal information necessary for Meta to provide Facebook and Instagram services.,https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2092,Meta Platforms - privacy violation
