enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url,case_name
VTG24-82141,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2014.8.21,10313680,Korea Communications Commission,LG Uplus was fined 10.55 billion won for offering illegal subsidy to mobile phone buyers by offsetting the losses with higher mobile phone charges.,"S. Korea levies punitive fines on mobile operators for illegal subsidy, Philippines News Agency, August 21, 2014 (via Nexis).",LG Uplus - telecommunications violation
VTG24-72438,KR,Korea Electric Power Corporation,utilities and power generation,competition-related offenses,anti-competitive practices,2014.12.19,10036835,Korea Fair Trade Commission,The KFTC fined Korea Electric Power for providing illegal financial assistance to affiliated companies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=406&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=39135",Korea Electric Power Corporation - anti-competitive practices
VTG24-72528,KR,BMW,motor vehicles,safety-related offenses,motor vehicle safety violation,2018.12.24,9917936,"Korea Ministry of Land, Infrastructure and Transport-MOLIT",MOLIT fined BMW over its handling of a spate of engine fires in its vehicles.,(click here).,BMW - motor vehicle safety violation
VTG24-72504,KR,Lufthansa Cargo,airlines,competition-related offenses,anti-competitive practices,2010.5.28,9828830,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Lufthansa Cargo - anti-competitive practices
VTG24-82148,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2010.1.1,9768100,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
VTG24-75807,KR,Wan Hai,freight and logistics,competition-related offenses,anti-competitive practices,2022.1.18,9651388,Korea Fair Trade Commission,The Fair Trade Commission imposed a total of KRW 96.2 billion in fines along with corrective orders on 12 domestic shipping companies and 11 foreign shipping companies that agreed on freight rates a total of 120 times on Korea-Southeast Asia export and import routes through a total of 541 meetings from December 2003 to December 2018.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=133&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42297",Wan Hai - anti-competitive practices
VTG24-72394,KR,Daewoo Shipbuilding & Marine Engineering,diversified,competition-related offenses,anti-competitive practices,2018.12.26,9595984,Korea Fair Trade Commission,The KFTC fined Daewoo Shipbuilding for abusing its market power by unilaterally setting low prices for subcontractors.,https://www.koreatimes.co.kr/www/tech/2023/11/129_260983.html,Daewoo Shipbuilding & Marine Engineering - anti-competitive practices
VTG24-72511,KR,Korean Airlines,airlines,competition-related offenses,anti-competitive practices,2010.3.11,9184710,Korea Fair Trade Commission,The KFTC fined Korean Airlines and Asiana Airlines for abusing their market position by hindering low-cost carriers and restraining discounts on tickets sold through travel agents.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139281510&rs=/viewer/synap/preview/,Korean Airlines - anti-competitive practices
VTG24-79513,KR,"Woori Card Co., Ltd.",financial services,consumer-protection-related offenses,privacy violation,2025.3.26,9166242,Personal Information Protection Commission,Woori Card was fined for using personal information collected for merchant management for marketing purposes.,https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2794,"Woori Card Co., Ltd. - privacy violation"
VTG24-82166,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2013.7.1,8815770,Korea Communications Commission,LG Uplus was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,LG Uplus - telecommunications violation
VTG24-82168,KR,LG Uplus,diversified,consumer-protection-related offenses,telecommunications violation,2014.3.1,7771290,Korea Communications Commission,LG Uplus was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,LG Uplus - telecommunications violation
VTG24-72442,KR,Hanwha,diversified,competition-related offenses,anti-competitive practices,2014.11.17,7590116,Korea Fair Trade Commission,The KFTC fined several Japanese and German bearing producers for price-fixing and other anti-competitive practices.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,Hanwha - anti-competitive practices
VTG24-72443,KR,JTEKT,automotive parts,competition-related offenses,anti-competitive practices,2014.11.17,7146202,Korea Fair Trade Commission,The KFTC fined several Japanese and German bearing producers for price-fixing and other anti-competitive practices.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,JTEKT - anti-competitive practices
VTG24-72383,KR,Mitsubishi Electric,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2019.8.2,6792940,Korea Fair Trade Commission,The KFTC fined Mitsubishi Electric more than 8 billion won for anti-competitive practices in the market for automotive alternators and ignition coils.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=229&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41193",Mitsubishi Electric - anti-competitive practices
VTG24-72327,KR,Goldman Sachs International,financial services,financial offenses,investor protection violation,2018.11.28,6634703,Financial Services Commission-Financial Supervisory Service,Goldman Sachs was fined 7.5 billion won for illegal naked short selling.,https://www.reuters.com/article/southkorea-goldman-sachs/corrected-s-korea-fines-goldman-sachs-unit-6-7-mln-for-naked-short-selling-idUSS6N1X301J,Goldman Sachs International - investor protection violation
VTG24-72373,KR,CJ Logistics,diversified,competition-related offenses,anti-competitive practices,2020.1.23,6620500,Korea Fair Trade Commission,The KFTC fined CJ Losgtics over 7 billion won for bid rigging on contracts to ship steel products to POSCO.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=211&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41381",CJ Logistics - anti-competitive practices
VTG24-72466,KR,Samsung Life,financial services,competition-related offenses,anti-competitive practices,2013.3.26,6587011,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",Samsung Life - anti-competitive practices
VTG24-72428,KR,Mitsubishi Heavy Industries Ltd.,diversified,competition-related offenses,anti-competitive practices,2016.11.2,6474592,Korea Fair Trade Commission,The KFTC fined Mitsubishi Heavy Industries and Denso for price fixing of automotive compressors.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=329&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40046",Mitsubishi Heavy Industries Ltd. - anti-competitive practices
VTG24-76532,KR,SK Telecom,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2024.1.25,6444551,Korea Fair Trade Commission,The FTC fined three major telecom operators for colluding to lower the prices they paid to rent locations for their transmission equipment.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=48&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=43260",SK Telecom - anti-competitive practices
VTG24-72498,KR,KLM,airlines,competition-related offenses,anti-competitive practices,2010.5.28,6413109,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,KLM - anti-competitive practices
VTG24-72463,KR,Hanwha Life Insurance,diversified,competition-related offenses,anti-competitive practices,2013.3.26,6346414,Korea Fair Trade Commission,The KFTC fined a group of insurance companies for fixing commission rates for variable life policies.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=471&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38361",Hanwha Life Insurance - anti-competitive practices
VTG24-82149,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2011.1.1,6072000,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
VTG24-72553,KR,Facebook,information technology,consumer-protection-related offenses,privacy violation,2020.11.25,6027642,Personal Information Protection Commission,Facebook was fined for sharing personal data on users without consent.,https://www.engadget.com/facebook-6-million-fine-korea-sharing-user-data-120542835.html,Facebook - privacy violation
VTG24-82150,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2012.1.1,5939520,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
VTG24-72406,KR,Siemens,diversified,competition-related offenses,anti-competitive practices,2018.1.17,5822166,Korea Fair Trade Commission,The KFTC fined Siemens more than 6 billion won for abusing its dominant position in the medical equipment market by discriminating against smaller maintenance service competitors.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=279&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40614",Siemens - anti-competitive practices
VTG24-72520,KR,Mercedes-Benz Korea,motor vehicles,safety-related offenses,motor vehicle safety violation,2023.1.10,5791212,"Korea Ministry of Land, Infrastructure and Transport-MOLIT","Mercedes-Benz Korea was fined 7.2 billion won for 10 violations, such as a software issue where the hands-off detection system caused the vehicle to assume that a driver's hands were on the wheel.",https://koreajoongangdaily.joins.com/2023/01/10/business/industry/Korea-vehicle-fine/20230110174612186.html,Mercedes-Benz Korea - motor vehicle safety violation
VTG24-72545,KR,Meta Platforms Ireland Limited,information technology,consumer-protection-related offenses,privacy violation,2023.7.27,5787396,Personal Information Protection Commission,"The Personal Information Protection Commission imposed administrative fines of approximately KRW 6.5 billion against Meta Platforms, Ireland Limited and KRW 886 million against Instagram LLC for collecting and using behavioral data from third-party sources without obtaining proper consent from users for purposes including running targeted advertisements.",https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2272,Meta Platforms Ireland Limited - privacy violation
VTG24-72310,KR,HSBC,financial services,financial offenses,investor protection violation,2023.12.24,5757690,Financial Services Commission-Financial Supervisory Service,The FSC fined HSBC for illegal naked short selling.,https://www.bloomberg.com/news/articles/2023-12-25/korea-fines-global-banks-record-20-million-for-illegal-naked-short-selling,HSBC - investor protection violation
VTG24-72367,KR,SK Telecom,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2021.3.2,5690864,Korea Fair Trade Commission,The KFTC fined SK Telecom and SK Broadband for improper assistance SK Telecom gave to the other company.,https://www.competitionpolicyinternational.com/south-korea-fines-sk-telecom-sk-broadband-over-unfair-practices/,SK Telecom - anti-competitive practices
VTG24-72550,KR,Facebook,information technology,consumer-protection-related offenses,privacy violation,2021.8.26,5569902,Personal Information Protection Commission,The PIPC fined Facebook for improper collection of facial information from users.,https://www.kedglobal.com/tech/newsView/ked202108260007,Facebook - privacy violation
VTG24-72546,KR,LG Uplus Corp.,diversified,consumer-protection-related offenses,privacy violation,2023.7.12,5275318,Personal Information Protection Commission,"The Personal Information Protection Commission imposed an administrative penalty of KRW 6.8 billion and an administrative fine of KRW 27 million won against telecommunications service provider LG Uplus Corp. for violations of Korea's data privacy law that included leakage of personal data. It also issued corrective orders to prevent recurrence, including implementation of system-wide inspections and improvements aimed at reducing vulnerabilities.",https://www.pipc.go.kr/eng/user/ltn/new/noticeDetail.do?bbsId=BBSMSTR_000000000001&nttId=2231,LG Uplus Corp. - privacy violation
VTG24-82161,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2014.3.1,5243280,Korea Communications Commission,KT was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,KT - telecommunications violation
VTG24-72451,KR,"Hyundai Engineering & Construction Co., Ltd.",construction and engineering,government-contracting-related offenses,procurement competition violation,2014.3.24,5142075,Korea Fair Trade Commission,The KFTC fined Hyundai Engineering for bid rigging in connection with work on the Daegu Metro.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=435&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38776","Hyundai Engineering & Construction Co., Ltd. - procurement competition violation"
VTG24-72453,KR,Samsung C&T Corporation,construction and engineering,government-contracting-related offenses,procurement competition violation,2014.3.24,5142075,Korea Fair Trade Commission,The KFTC fined Samsung C&T for bid rigging in connection with work on the Daegu Metro.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=435&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38776",Samsung C&T Corporation - procurement competition violation
VTG24-72435,KR,Schaeffler Korea,industrial equipment,competition-related offenses,anti-competitive practices,2015.4.14,5000050,Korea Fair Trade Commission,The KFTC fined Schaeffler Korea and JTEKT for participating in an illegal cartel for automotive bearings.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139327500&rs=/viewer/synap/preview/,Schaeffler Korea - anti-competitive practices
VTG24-72318,KR,Woori Bank,financial services,financial offenses,banking violation,2020.7.20,4979532,Financial Services Commission-Financial Supervisory Service,Woor Bank was fined 6 billion in connection with the unauthorizing changing of passwords on thousands of inactive accounts.,https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/woori-bank-fined-6b-won-for-unauthorized-password-changes-in-customer-accounts-59469967,Woori Bank - banking violation
VTG24-72452,KR,POSCO Engineering & Construction,metals,government-contracting-related offenses,procurement competition violation,2014.3.24,4856250,Korea Fair Trade Commission,The KFTC fined POSCO E&C for bid rigging in connection with work on the Daegu Metro.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=435&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38776",POSCO Engineering & Construction - procurement competition violation
VTG24-72352,KR,Audi,motor vehicles,competition-related offenses,anti-competitive practices,2023.2.9,4739994,Korea Fair Trade Commission,The KFTC fined several German car companies for colluding to avoid competition in the development of emissions control technology.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=92&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42758",Audi - anti-competitive practices
VTG24-81552,KR,CJ Group,diversified,competition-related offenses,anti-competitive practices,2025.7.15,4707931,Korea Fair Trade Commission,CJ Group was fined for providing improper aid to two financially struggling susidiaries.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=46268",CJ Group - anti-competitive practices
VTG24-72450,KR,"Hyundai Engineering & Construction Co., Ltd.",construction and engineering,government-contracting-related offenses,procurement competition violation,2014.4.10,4629038,Korea Fair Trade Commission,The KFTC fined Hyundai Engineering for bid rigging in connection with work on the Busan subway.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=433&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38799","Hyundai Engineering & Construction Co., Ltd. - procurement competition violation"
VTG24-76527,KR,HD Hyundai Electric Co.,heavy equipment,competition-related offenses,anti-competitive practices,2024.12.30,4541688,Korea Fair Trade Commission,The FTC fined HD Hyundai for bid rigging on contracts for gas-insulated switchgear for Korea Electric Power Corp.,https://www.mdtoday.co.kr/news/view/1065564603764995,HD Hyundai Electric Co. - anti-competitive practices
VTG24-72402,KR,Sanyo Electric Co. Ltd.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2018.9.14,4510575,Korea Fair Trade Commission,The KFTC fined a group of companies for price fixing of tantalum condensers used in electronics production.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=256&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40886",Sanyo Electric Co. Ltd. - anti-competitive practices
VTG24-72445,KR,Minebea,industrial equipment,competition-related offenses,anti-competitive practices,2014.11.17,4459114,Korea Fair Trade Commission,The KFTC fined Minebea for price-fixing of small-sized bearings.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,Minebea - anti-competitive practices
VTG24-72455,KR,Daimler Trucks Korea Ltd.,motor vehicles,competition-related offenses,anti-competitive practices,2013.7.29,4426428,Korea Fair Trade Commission,The KFTC fined a group of producers of heavy-duty commercial vehicles for price-fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=459&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38502",Daimler Trucks Korea Ltd. - anti-competitive practices
VTG24-72497,KR,Air France-KLM,airlines,competition-related offenses,anti-competitive practices,2010.5.28,4413226,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Air France-KLM - anti-competitive practices
VTG24-72313,KR,Shinhan Bank Co.,financial services,financial offenses,investor protection violation,2022.7.8,4382263,Financial Services Commission-Financial Supervisory Service,Shinhan Bank was fined over 5 billion won for marketing fraudulent investment funds.,https://en.yna.co.kr/view/AEN20220706007500320,Shinhan Bank Co. - investor protection violation
VTG24-76534,KR,LG Uplus,diversified,competition-related offenses,anti-competitive practices,2024.1.25,4348537,Korea Fair Trade Commission,The FTC fined three major telecom operators for colluding to lower the prices they paid to rent locations for their transmission equipment.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=48&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=43260",LG Uplus - anti-competitive practices
VTG24-75534,KR,Hyundai Marine & Fire Insurance,financial services,consumer-protection-related offenses,privacy violation,2024.12.13,4323166,Personal Information Protection Commission,PIPC imposes a total of more than KRW 9 billion on four general insurance companies for using personal information without gaining lawful consent from data subjects for marketing purposes .,https://www.pipc.go.kr/np/cop/bbs/selectBoardArticle.do?bbsId=BS074&mCode=C020010000&nttId=10853,Hyundai Marine & Fire Insurance - privacy violation
VTG24-72414,KR,Nippon Yusen Kabushiki Kaisha,freight and logistics,competition-related offenses,anti-competitive practices,2017.8.21,4279754,Korea Fair Trade Commission,The KFTC fined a group of international automobile shipping companies for price fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=297&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40398",Nippon Yusen Kabushiki Kaisha - anti-competitive practices
VTG24-82155,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2010.1.1,4077120,Korea Communications Commission,KT was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,KT - telecommunications violation
VTG24-72535,KR,BMW Korea,motor vehicles,environment-related offenses,air pollution violation,2017.11.9,3946435,Ministry of Environment,"The Ministry of Environment fined BMW over 60 billion won for submitting inaccurate emissions data for its vehicles. The company challenged the fine, and in 2091 the Seoul Administrative Court threw out all but a 4.4 billion won portion of the fine relating to the company's failure to get approval for changes in the emissions specifications for several models: (click here)",https://www.koreatimes.co.kr/www/tech/2019/12/419_281026.html,BMW Korea - air pollution violation
VTG24-72314,KR,IBK Securities,financial services,financial offenses,investor protection violation,2022.2.16,3930707,Financial Services Commission-Financial Supervisory Service,IBK Securities was fined over 4 billion won for selling fraudulent investment funds.,https://en.yna.co.kr/view/AEN20220216008700320,IBK Securities - investor protection violation
VTG24-72440,KR,LG Uplus,diversified,competition-related offenses,anti-competitive practices,2014.12.1,3788300,Korea Fair Trade Commission,The KFTC fined LG Uplus for attempting to monopolize the enterprise messaging service market.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=408&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=39102",LG Uplus - anti-competitive practices
VTG24-72400,KR,Nippon Chemi-Con Corp.,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2018.9.14,3753761,Korea Fair Trade Commission,The KFTC fined a group of companies for price fixing of tantalum condensers used in electronics production.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=256&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40886",Nippon Chemi-Con Corp. - anti-competitive practices
VTG24-72416,KR,Wallenius Wilhelmsen Logistics,freight and logistics,competition-related offenses,anti-competitive practices,2017.8.21,3612768,Korea Fair Trade Commission,The KFTC fined a group of international automobile shipping companies for price fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=297&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40398",Wallenius Wilhelmsen Logistics - anti-competitive practices
VTG24-72369,KR,Mirae Asset Financial,financial services,competition-related offenses,anti-competitive practices,2020.5.28,3548854,Korea Fair Trade Commission,The KFTC fined Mirae Asset for violating intracompany trading regulations.,https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/mirae-asset-fined-for-violation-of-intragroup-trading-rules-58818077,Mirae Asset Financial - anti-competitive practices
VTG24-72448,KR,NSK,industrial equipment,competition-related offenses,anti-competitive practices,2014.11.17,3408789,Korea Fair Trade Commission,The KFTC fined NSK for price-fixing of bearings for steel facilities.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,NSK - anti-competitive practices
VTG24-72387,KR,LG Uplus,diversified,government-contracting-related offenses,procurement competition violation,2019.4.25,3378215,Korea Fair Trade Commission,The KFTC fined LG Uplus more than 3 billion won for bid rigging on government telecommunications contracts.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=237&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=41100",LG Uplus - procurement competition violation
VTG24-72447,KR,NSK,industrial equipment,competition-related offenses,anti-competitive practices,2014.11.17,3329810,Korea Fair Trade Commission,The KFTC fined NSK for price-fixing of small-sized bearings.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139330990&rs=/viewer/synap/preview/,NSK - anti-competitive practices
VTG24-72508,KR,Cathay Pacific Airways Ltd,airlines,competition-related offenses,anti-competitive practices,2010.5.28,3328805,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Cathay Pacific Airways Ltd - anti-competitive practices
VTG24-72458,KR,Man Truck & Bus Korea Ltd.,motor vehicles,competition-related offenses,anti-competitive practices,2013.7.29,3257307,Korea Fair Trade Commission,The KFTC fined a group of producers of heavy-duty commercial vehicles for price-fixing and other anti-competitive practices.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=459&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=38502",Man Truck & Bus Korea Ltd. - anti-competitive practices
VTG24-82156,KR,KT,telecommunications,consumer-protection-related offenses,telecommunications violation,2011.1.1,3256000,Korea Communications Commission,KT was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,KT - telecommunications violation
VTG24-72427,KR,Denso Corp.,automotive parts,competition-related offenses,anti-competitive practices,2016.11.2,3237296,Korea Fair Trade Commission,The KFTC fined Mitsubishi Heavy Industries and Denso for price fixing of automotive compressors.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=329&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=40046",Denso Corp. - anti-competitive practices
VTG24-72502,KR,Japan Airlines,airlines,competition-related offenses,anti-competitive practices,2010.5.28,3146038,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Japan Airlines - anti-competitive practices
VTG24-72404,KR,LG Electronics,electrical and electronic equipment,competition-related offenses,anti-competitive practices,2018.4.26,3049811,Korea Fair Trade Commission,The KFTC fined LG Electronics for unfair treatment of subcontractors.,https://www.spglobal.com/marketintelligence/en/news-insights/blog/a-corporation-clearly-pinpoints-activist-investor-activity,LG Electronics - anti-competitive practices
VTG24-72408,KR,Delphi Powertrain,automotive parts,competition-related offenses,anti-competitive practices,2017.11.6,3035877,Korea Fair Trade Commission,The KFTC fined Denso and Delphi Automotive for colluding on contracts to supply engine parts to South Korean automakers.,https://en.yna.co.kr/view/AEN20171106004600320,Delphi Powertrain - anti-competitive practices
VTG24-75806,KR,HMM,freight and logistics,competition-related offenses,anti-competitive practices,2022.1.18,3024549,Korea Fair Trade Commission,The Fair Trade Commission imposed a total of KRW 96.2 billion in fines along with corrective orders on 12 domestic shipping companies and 11 foreign shipping companies that agreed on freight rates a total of 120 times on Korea-Southeast Asia export and import routes through a total of 541 meetings from December 2003 to December 2018.,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=133&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=42297",HMM - anti-competitive practices
VTG24-72496,KR,Air France,airlines,competition-related offenses,anti-competitive practices,2010.5.28,3012821,Korea Fair Trade Commission,The KFTC fined 19 airlines for conspiring to introduce fuel surcharges and continuing to raise surcharge rates for air cargo to and from Korea between 1999 and 2007.,https://www.ftc.go.kr/viewer/synap/skin/doc.html?fn=BBS_201712310139252480&rs=/viewer/synap/preview/,Air France - anti-competitive practices
VTG24-72538,KR,Porsche Korea,motor vehicles,environment-related offenses,air pollution violation,2017.1.2,2979000,Ministry of Environment,Porsche was fined over 3 billion won for fabricating documents related to emissions testing.,https://en.yna.co.kr/view/AEN20170102006600315,Porsche Korea - air pollution violation
VTG24-82151,KR,SK Telecom,electrical and electronic equipment,consumer-protection-related offenses,telecommunications violation,2013.3.1,2858200,Korea Communications Commission,SK Telecom was fined for offering excessive subsidies to subscribers.,https://koreajoongangdaily.joins.com/2014/08/21/industry/Supersized-subsidies-lead-to-more-telecom-fines/2993881.html,SK Telecom - telecommunications violation
